lga_code,lga_name,2021_incr_det_ms,2021_incr_med_ms,2021_incr_high_ms,2022_incr_det_ms,2022_incr_med_ms,2022_incr_high_ms,2023_incr_det_ms,2023_incr_med_ms,2023_incr_high_ms,2024_incr_det_ms,2024_incr_med_ms,2024_incr_high_ms,2025_incr_det_ms,2025_incr_med_ms,2025_incr_high_ms,2026_incr_det_ms,2026_incr_med_ms,2026_incr_high_ms,2027_incr_det_ms,2027_incr_med_ms,2027_incr_high_ms,2028_incr_det_ms,2028_incr_med_ms,2028_incr_high_ms,2029_incr_det_ms,2029_incr_med_ms,2029_incr_high_ms,2030_incr_det_ms,2030_incr_med_ms,2030_incr_high_ms,2031_incr_det_ms,2031_incr_med_ms,2031_incr_high_ms,2032_incr_det_ms,2032_incr_med_ms,2032_incr_high_ms,2033_incr_det_ms,2033_incr_med_ms,2033_incr_high_ms,2034_incr_det_ms,2034_incr_med_ms,2034_incr_high_ms,2035_incr_det_ms,2035_incr_med_ms,2035_incr_high_ms
30250,Aurukun,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
30300,Balonne,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30370,Banana,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30410,Barcaldine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30450,Barcoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30760,Blackall Tambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30900,Boulia,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31000,Brisbane,1821.0,778.0,91.0,1821.0,778.0,91.0,1821.0,778.0,91.0,1821.0,778.0,91.0,1821.0,778.0,91.0,1511.0,645.0,75.0,1511.0,645.0,75.0,1511.0,645.0,75.0,1511.0,645.0,75.0,1511.0,645.0,75.0,1566.0,669.0,78.0,1566.0,669.0,78.0,1566.0,669.0,78.0,1566.0,669.0,78.0,1566.0,669.0,78.0
31750,Bulloo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31820,Bundaberg,298.0,8.0,0.0,298.0,8.0,0.0,298.0,8.0,0.0,298.0,8.0,0.0,298.0,8.0,0.0,266.0,7.0,0.0,266.0,7.0,0.0,266.0,7.0,0.0,266.0,7.0,0.0,266.0,7.0,0.0,219.0,5.0,0.0,219.0,5.0,0.0,219.0,5.0,0.0,219.0,5.0,0.0,219.0,5.0,0.0
31900,Burdekin,14.0,2.0,0.0,14.0,2.0,0.0,14.0,2.0,0.0,14.0,2.0,0.0,14.0,2.0,0.0,17.0,2.0,0.0,17.0,2.0,0.0,17.0,2.0,0.0,17.0,2.0,0.0,17.0,2.0,0.0,16.0,2.0,0.0,16.0,2.0,0.0,16.0,2.0,0.0,16.0,2.0,0.0,16.0,2.0,0.0
31950,Burke,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32080,Cairns,655.0,35.0,2.0,655.0,35.0,2.0,655.0,35.0,2.0,655.0,35.0,2.0,655.0,35.0,2.0,691.0,38.0,2.0,691.0,38.0,2.0,691.0,38.0,2.0,691.0,38.0,2.0,691.0,38.0,2.0,650.0,35.0,2.0,650.0,35.0,2.0,650.0,35.0,2.0,650.0,35.0,2.0,650.0,35.0,2.0
32250,Carpentaria,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
32260,Cassowary Coast,106.0,9.0,0.0,106.0,9.0,0.0,106.0,9.0,0.0,106.0,9.0,0.0,106.0,9.0,0.0,89.0,8.0,0.0,89.0,8.0,0.0,89.0,8.0,0.0,89.0,8.0,0.0,89.0,8.0,0.0,93.0,8.0,0.0,93.0,8.0,0.0,93.0,8.0,0.0,93.0,8.0,0.0,93.0,8.0,0.0
32270,Central Highlands (Qld),100.0,3.0,0.0,100.0,3.0,0.0,100.0,3.0,0.0,100.0,3.0,0.0,100.0,3.0,0.0,73.0,2.0,0.0,73.0,2.0,0.0,73.0,2.0,0.0,73.0,2.0,0.0,73.0,2.0,0.0,72.0,2.0,0.0,72.0,2.0,0.0,72.0,2.0,0.0,72.0,2.0,0.0,72.0,2.0,0.0
32310,Charters Towers,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,9.0,5.0,0.0,8.0,4.0,0.0,8.0,4.0,0.0,8.0,4.0,0.0,8.0,4.0,0.0,8.0,4.0,0.0
32330,Cherbourg,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
32450,Cloncurry,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32500,Cook,18.0,2.0,0.0,18.0,2.0,0.0,18.0,2.0,0.0,18.0,2.0,0.0,18.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
32600,Croydon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32750,Diamantina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32770,Doomadgee,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32810,Douglas,88.0,0.0,0.0,88.0,0.0,0.0,88.0,0.0,0.0,88.0,0.0,0.0,88.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0
33100,Etheridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33200,Flinders (Qld),2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33220,Fraser Coast,501.0,38.0,0.0,501.0,38.0,0.0,501.0,38.0,0.0,501.0,38.0,0.0,501.0,38.0,0.0,396.0,30.0,0.0,396.0,30.0,0.0,396.0,30.0,0.0,396.0,30.0,0.0,396.0,30.0,0.0,284.0,21.0,0.0,284.0,21.0,0.0,284.0,21.0,0.0,284.0,21.0,0.0,284.0,21.0,0.0
33360,Gladstone,259.0,3.0,0.0,259.0,3.0,0.0,259.0,3.0,0.0,259.0,3.0,0.0,259.0,3.0,0.0,218.0,3.0,0.0,218.0,3.0,0.0,218.0,3.0,0.0,218.0,3.0,0.0,218.0,3.0,0.0,211.0,2.0,0.0,211.0,2.0,0.0,211.0,2.0,0.0,211.0,2.0,0.0,211.0,2.0,0.0
33430,Gold Coast,1217.0,812.0,128.0,1217.0,812.0,128.0,1217.0,812.0,128.0,1217.0,812.0,128.0,1217.0,812.0,128.0,1087.0,725.0,115.0,1087.0,725.0,115.0,1087.0,725.0,115.0,1087.0,725.0,115.0,1087.0,725.0,115.0,1094.0,730.0,115.0,1094.0,730.0,115.0,1094.0,730.0,115.0,1094.0,730.0,115.0,1094.0,730.0,115.0
33610,Goondiwindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33620,Gympie,254.0,18.0,0.0,254.0,18.0,0.0,254.0,18.0,0.0,254.0,18.0,0.0,254.0,18.0,0.0,134.0,9.0,0.0,134.0,9.0,0.0,134.0,9.0,0.0,134.0,9.0,0.0,134.0,9.0,0.0,101.0,7.0,0.0,101.0,7.0,0.0,101.0,7.0,0.0,101.0,7.0,0.0,101.0,7.0,0.0
33800,Hinchinbrook,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
33830,Hope Vale,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33960,Ipswich,2199.0,370.0,0.0,2199.0,370.0,0.0,2199.0,370.0,0.0,2199.0,370.0,0.0,2199.0,370.0,0.0,2801.0,472.0,0.0,2801.0,472.0,0.0,2801.0,472.0,0.0,2801.0,472.0,0.0,2801.0,472.0,0.0,3420.0,576.0,0.0,3420.0,576.0,0.0,3420.0,576.0,0.0,3420.0,576.0,0.0,3420.0,576.0,0.0
33980,Isaac,57.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0
34420,Kowanyama,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
34530,Livingstone,205.0,36.0,0.0,205.0,36.0,0.0,205.0,36.0,0.0,205.0,36.0,0.0,205.0,36.0,0.0,300.0,53.0,0.0,300.0,53.0,0.0,300.0,53.0,0.0,300.0,53.0,0.0,300.0,53.0,0.0,275.0,49.0,0.0,275.0,49.0,0.0,275.0,49.0,0.0,275.0,49.0,0.0,275.0,49.0,0.0
34570,Lockhart River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34580,Lockyer Valley,200.0,9.0,0.0,200.0,9.0,0.0,200.0,9.0,0.0,200.0,9.0,0.0,200.0,9.0,0.0,188.0,8.0,0.0,188.0,8.0,0.0,188.0,8.0,0.0,188.0,8.0,0.0,188.0,8.0,0.0,194.0,9.0,0.0,194.0,9.0,0.0,194.0,9.0,0.0,194.0,9.0,0.0,194.0,9.0,0.0
34590,Logan,2253.0,451.0,2.0,2253.0,451.0,2.0,2253.0,451.0,2.0,2253.0,451.0,2.0,2253.0,451.0,2.0,2203.0,440.0,2.0,2203.0,440.0,2.0,2203.0,440.0,2.0,2203.0,440.0,2.0,2203.0,440.0,2.0,2054.0,411.0,2.0,2054.0,411.0,2.0,2054.0,411.0,2.0,2054.0,411.0,2.0,2054.0,411.0,2.0
34710,Longreach,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34770,Mackay,506.0,24.0,0.0,506.0,24.0,0.0,506.0,24.0,0.0,506.0,24.0,0.0,506.0,24.0,0.0,495.0,24.0,0.0,495.0,24.0,0.0,495.0,24.0,0.0,495.0,24.0,0.0,495.0,24.0,0.0,486.0,23.0,0.0,486.0,23.0,0.0,486.0,23.0,0.0,486.0,23.0,0.0,486.0,23.0,0.0
34800,McKinlay,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34830,Mapoon,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34860,Maranoa,12.0,1.0,0.0,12.0,1.0,0.0,12.0,1.0,0.0,12.0,1.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34880,Mareeba,79.0,7.0,0.0,79.0,7.0,0.0,79.0,7.0,0.0,79.0,7.0,0.0,79.0,7.0,0.0,76.0,7.0,0.0,76.0,7.0,0.0,76.0,7.0,0.0,76.0,7.0,0.0,76.0,7.0,0.0,58.0,5.0,0.0,58.0,5.0,0.0,58.0,5.0,0.0,58.0,5.0,0.0,58.0,5.0,0.0
35010,Moreton Bay,3526.0,964.0,14.0,3526.0,964.0,14.0,3526.0,964.0,14.0,3526.0,964.0,14.0,3526.0,964.0,14.0,3263.0,892.0,13.0,3263.0,892.0,13.0,3263.0,892.0,13.0,3263.0,892.0,13.0,3263.0,892.0,13.0,2947.0,806.0,11.0,2947.0,806.0,11.0,2947.0,806.0,11.0,2947.0,806.0,11.0,2947.0,806.0,11.0
35250,Mornington,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35300,Mount Isa,14.0,7.0,0.0,14.0,7.0,0.0,14.0,7.0,0.0,14.0,7.0,0.0,14.0,7.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0
35600,Murweh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35670,Napranum,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35740,Noosa,157.0,86.0,0.0,157.0,86.0,0.0,157.0,86.0,0.0,157.0,86.0,0.0,157.0,86.0,0.0,86.0,47.0,0.0,86.0,47.0,0.0,86.0,47.0,0.0,86.0,47.0,0.0,86.0,47.0,0.0,72.0,39.0,0.0,72.0,39.0,0.0,72.0,39.0,0.0,72.0,39.0,0.0,72.0,39.0,0.0
35760,North Burnett,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0
35780,Northern Peninsula Area,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
35790,Palm Island,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
35800,Paroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36070,Pormpuraaw,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
36150,Quilpie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
